0.073274,-0.013481,-0.92722,-0.091505,0.92923,0.054859,1.6601,0.10001,0.24538,0.7068,-0.0013998,0.70742,0.00018113
0.082302,-0.01217,-0.9278,-0.10271,0.93033,0.14878,1.6602,0.11235,0.24481,0.70616,-0.032227,0.70666,-0.030473
0.064234,-0.013807,-0.92777,-0.080202,0.92932,-0.039209,1.6602,0.087675,0.24486,0.70612,0.029515,0.70679,0.031098
0.073858,0.0071924,-0.9651,-0.084646,1.0542,0.048337,1.6484,0.099967,0.23543,0.73696,-0.001278,0.67593,0.00042321
0.072535,-0.028608,-0.89139,-0.10019,0.80641,0.063128,1.6728,0.099946,0.25423,0.67529,-0.001282,0.73755,0.00025027
0.073274,-0.052936,-0.87541,-0.095314,0.87765,0.061011,1.66,0.09987,0.29532,0.70681,-0.0014425,0.7074,0.00013803
0.082302,-0.051627,-0.87602,-0.10697,0.87884,0.15567,1.66,0.11232,0.29474,0.70614,-0.032254,0.70668,-0.030571
0.064234,-0.053319,-0.87592,-0.083544,0.87764,-0.033811,1.66,0.087654,0.29476,0.70611,0.029519,0.70681,0.031034
0.073858,-0.034652,-0.91239,-0.087379,1.0016,0.053625,1.6481,0.099932,0.2854,0.73698,-0.0012627,0.67591,0.00033691
0.072535,-0.065696,-0.8406,-0.10545,0.75588,0.070532,1.6727,0.099932,0.30415,0.67527,-0.0012854,0.73757,0.00016685
0.073274,-0.089527,-0.82433,-0.099663,0.82681,0.067616,1.6598,0.099864,0.3453,0.70682,-0.0014204,0.70739,4.1737e-05
0.082302,-0.088225,-0.82496,-0.11183,0.82809,0.16307,1.6598,0.11231,0.34471,0.70615,-0.03217,0.70667,-0.030631
0.064234,-0.089963,-0.8248,-0.087361,0.8267,-0.028015,1.6598,0.087617,0.34474,0.70613,0.029498,0.70679,0.030972
0.073858,-0.073631,-0.86034,-0.09051,0.94979,0.059208,1.6479,0.099909,0.33537,0.73701,-0.0012293,0.67589,0.00027915
0.072535,-0.099955,-0.79056,-0.11149,0.70614,0.078645,1.6725,0.099901,0.35416,0.67531,-0.0013238,0.73753,0.00014323
0.073274,-0.12321,-0.7741,-0.10462,0.77684,0.074743,1.6597,0.099827,0.39523,0.70682,-0.0014181,0.70739,2.2291e-05
0.082302,-0.12192,-0.77475,-0.11738,0.7782,0.17105,1.6597,0.11226,0.39464,0.70617,-0.032211,0.70665,-0.030696
0.064234,-0.12369,-0.77453,-0.091713,0.77663,-0.02176,1.6596,0.087593,0.39466,0.70615,0.029464,0.70677,0.030925
0.073858,-0.10967,-0.8091,-0.094075,0.89877,0.065123,1.6478,0.099901,0.38531,0.73701,-0.0012704,0.67588,0.00023839
0.072535,-0.13137,-0.74138,-0.11844,0.65729,0.087596,1.6724,0.099879,0.40416,0.67532,-0.0013064,0.73752,8.3856e-05
0.073274,-0.15398,-0.7248,-0.11027,0.72783,0.082478,1.6596,0.099829,0.44524,0.70683,-0.0014337,0.70738,-6.224e-05
0.082302,-0.1527,-0.72547,-0.12369,0.72928,0.1797,1.6596,0.11225,0.44465,0.70617,-0.032213,0.70664,-0.030734
0.064234,-0.1545,-0.7252,-0.096673,0.72752,-0.014969,1.6596,0.087593,0.44468,0.70617,0.02943,0.70676,0.030883
0.073858,-0.14274,-0.75879,-0.098118,0.84868,0.071419,1.6476,0.099884,0.43524,0.737,-0.0012924,0.67589,0.00020756
0.072535,-0.15994,-0.69314,-0.12647,0.6094,0.097553,1.6723,0.099896,0.45409,0.67532,-0.0012921,0.73752,3.7151e-05
0.073274,-0.18185,-0.67651,-0.11671,0.67984,0.090928,1.6595,0.09982,0.49524,0.70689,-0.0013904,0.70732,-0.00011671
0.082302,-0.1806,-0.67719,-0.13089,0.68139,0.18916,1.6595,0.11225,0.49467,0.70621,-0.032182,0.7066,-0.030778
0.064234,-0.18242,-0.67688,-0.10233,0.67944,-0.0075484,1.6595,0.087613,0.49469,0.7062,0.029508,0.70673,0.0308
0.073858,-0.17284,-0.70947,-0.10269,0.79962,0.078153,1.6476,0.099868,0.48526,0.73706,-0.0013085,0.67583,0.00012306
0.072535,-0.1857,-0.64586,-0.13578,0.56253,0.10873,1.6722,0.099868,0.50411,0.67536,-0.0012522,0.73748,9.3935e-06
0.073274,-0.20688,-0.62925,-0.12408,0.63292,0.10023,1.6594,0.099815,0.54522,0.70687,-0.0014374,0.70734,-0.00014865
0.082302,-0.20565,-0.62994,-0.13912,0.63457,0.19956,1.6594,0.11225,0.54462,0.70619,-0.032193,0.70662,-0.030814
0.064234,-0.20748,-0.62958,-0.10881,0.63241,0.00062168,1.6594,0.087599,0.54466,0.70619,0.029472,0.70674,0.030797
0.073858,-0.20002,-0.66122,-0.10787,0.75163,0.085396,1.6474,0.099865,0.5352,0.73703,-0.0013136,0.67586,5.3733e-05
0.072535,-0.20873,-0.59958,-0.14666,0.51671,0.12141,1.6721,0.099863,0.55408,0.67535,-0.0012505,0.7375,-2.9969e-05
0.14577,-0.0036384,-0.92732,-0.18149,0.93525,0.10851,1.6603,0.1999,0.24552,0.70687,-0.0014554,0.70734,0.00023972
0.15465,-0.0015438,-0.92788,-0.19237,0.93679,0.20214,1.6603,0.21229,0.24495,0.70622,-0.032166,0.70661,-0.030485
0.13687,-0.0047623,-0.92787,-0.17042,0.93486,0.014587,1.6603,0.18755,0.24498,0.70619,0.029524,0.70672,0.031169
0.14692,0.016921,-0.96496,-0.16803,1.0593,0.095746,1.6485,0.19996,0.23555,0.73703,-0.0013221,0.67586,0.00040526
0.14431,-0.018741,-0.89165,-0.19847,0.81338,0.12464,1.673,0.19987,0.25435,0.67534,-0.001283,0.7375,0.00028764
0.14577,-0.042762,-0.87595,-0.18884,0.88476,0.12048,1.6601,0.19986,0.29547,0.70688,-0.0014189,0.70733,0.00013831
0.15465,-0.040642,-0.87658,-0.20012,0.88647,0.2148,1.66,0.21224,0.29488,0.70622,-0.032195,0.7066,-0.030535
0.13687,-0.043969,-0.87642,-0.17734,0.88419,0.025864,1.66,0.18751,0.29489,0.70618,0.029571,0.70673,0.031112
0.14692,-0.024543,-0.91273,-0.17332,1.0078,0.10607,1.6482,0.19991,0.28553,0.73704,-0.0012986,0.67584,0.00038578
0.14431,-0.055543,-0.84126,-0.20859,0.76402,0.139,1.6728,0.19984,0.3043,0.67536,-0.0012586,0.73749,0.00023759
0.14577,-0.079079,-0.82526,-0.19722,0.83501,0.13332,1.6599,0.19982,0.34544,0.70688,-0.0014218,0.70733,0.00012752
0.15465,-0.076943,-0.82595,-0.20895,0.8369,0.22834,1.6599,0.21223,0.34484,0.70623,-0.032136,0.7066,-0.030604
0.13687,-0.08036,-0.82567,-0.18524,0.83426,0.037946,1.6599,0.18747,0.34487,0.70619,0.029588,0.70672,0.031075
