0.073274,-0.013481,-0.92722,-0.091505,0.92923,0.054859,-0.0021576,1.2595e-05,0.0034119,-0.0017234,0.00087637,0.0022357
0.082302,-0.01217,-0.9278,-0.10271,0.93033,0.14878,-0.0021364,-1.9588e-05,0.0033821,-0.0014334,0.00082473,0.0024464
0.064234,-0.013807,-0.92777,-0.080202,0.92932,-0.039209,-0.0021124,4.8472e-05,0.0034305,-0.0015213,0.00084914,0.0022779
0.073858,0.0071924,-0.9651,-0.084646,1.0542,0.048337,-0.0019334,-3.2773e-05,0.0033901,-0.0013127,0.00092877,0.0023509
0.072535,-0.028608,-0.89139,-0.10019,0.80641,0.063128,-0.0022405,-5.3705e-05,0.0034177,-0.0013632,0.00081385,0.0022286
0.073274,-0.052936,-0.87541,-0.095314,0.87765,0.061011,-0.0022904,-0.00012967,0.0033516,-0.0018448,0.00084444,0.0022352
0.082302,-0.051627,-0.87602,-0.10697,0.87884,0.15567,-0.0023238,-4.9496e-05,0.0033129,-0.0016106,0.00086671,0.002344
0.064234,-0.053319,-0.87592,-0.083544,0.87764,-0.033811,-0.0023454,2.7128e-05,0.0033359,-0.0016051,0.00089544,0.002183
0.073858,-0.034652,-0.91239,-0.087379,1.0016,0.053625,-0.0022395,-6.8314e-05,0.0033622,-0.0014068,0.00088026,0.002203
0.072535,-0.065696,-0.8406,-0.10545,0.75588,0.070532,-0.0024328,-6.7739e-05,0.0033352,-0.0014908,0.00087765,0.0021209
0.073274,-0.089527,-0.82433,-0.099663,0.82681,0.067616,-0.0024632,-0.00013639,0.0033275,-0.0019497,0.00081468,0.0020677
0.082302,-0.088225,-0.82496,-0.11183,0.82809,0.16307,-0.0024888,-6.7597e-05,0.0032779,-0.0015773,0.00083109,0.0021421
0.064234,-0.089963,-0.8248,-0.087361,0.8267,-0.028015,-0.0024865,-9.6444e-06,0.0033152,-0.0017232,0.00083519,0.0021231
0.073858,-0.073631,-0.86034,-0.09051,0.94979,0.059208,-0.0024022,-9.1025e-05,0.0033334,-0.0014355,0.00080164,0.0020727
0.072535,-0.099955,-0.79056,-0.11149,0.70614,0.078645,-0.0025382,-9.8975e-05,0.0033484,-0.0015775,0.00075692,0.0021456
0.073274,-0.12321,-0.7741,-0.10462,0.77684,0.074743,-0.0026203,-0.00017315,0.0032627,-0.001974,0.000798,0.002037
0.082302,-0.12192,-0.77475,-0.11738,0.7782,0.17105,-0.0026368,-0.0001097,0.0032137,-0.0017267,0.00077438,0.0021113
0.064234,-0.12369,-0.77453,-0.091713,0.77663,-0.02176,-0.0026514,-3.3753e-05,0.0032351,-0.001838,0.00079103,0.0021028
0.073858,-0.10967,-0.8091,-0.094075,0.89877,0.065123,-0.0025423,-9.8962e-05,0.0032644,-0.0015512,0.00079719,0.0020681
0.072535,-0.13137,-0.74138,-0.11844,0.65729,0.087596,-0.0026789,-0.00012136,0.0033443,-0.0016415,0.00073302,0.0020396
0.073274,-0.15398,-0.7248,-0.11027,0.72783,0.082478,-0.0027346,-0.00017069,0.0032699,-0.0021155,0.00077659,0.0019395
