2.342178905271501410e-01,-9.527160078912679797e-01,3.685413529628893681e-01,-1.672112175367355125e+00,3.019063419309897783e-03,-8.579784845495241896e-01,4.948499194586106764e-01,1.078071620132700081e+00,-1.447322670440171599e+00,-2.448708691812123972e-01,1.286782261119135129e-01,-8.380138976392670358e-02,-1.026953245438553708e+00,1.085457781755266415e+00,1.052607233649861973e+00,1.273841462104647215e+00
7.099334040830703740e-01,-7.516175421404515111e-01,1.161147532038075303e+00,8.898441202680013040e-01,-4.404177404906094440e-01,-4.755382547115543646e-01,-6.130320327314735529e-01,8.876132927446491738e-01,8.622938007401959037e-01,-5.248848733659461363e-01,4.043559416103270632e-01,-8.371953895189648831e-01,8.641444111242049808e-02,3.740656636748008745e-01,1.351035960017461290e+00,6.889632940597784083e-01
1.390534873400920635e+00,-1.313237710102994393e+00,-8.828581588739832231e-01,-3.618205838996272350e-01,-8.986073665790951237e-01,-3.737852572890478786e-01,-1.654836432955402836e+00,1.195303345933061978e+00,-4.931794615108894830e-01,-1.688343672404900353e+00,6.509184828117825505e-02,1.327151415552377811e+00,1.875791552185612332e+00,-3.147616109421869091e-01,-6.851668654148855842e-01,3.774044628832547432e-01
3.095596945710839439e-03,1.248926187435209778e+00,-6.411361973117797319e-01,-1.498054969905231459e+00,-1.215691730528428049e+00,-1.192559703084841827e+00,3.053582716701328525e-01,-5.481814044545316733e-01,1.449562922763258044e+00,6.054604788988299235e-01,8.469991782513808243e-01,-3.530546116282003988e-01,-1.581392427224879604e+00,6.930475233019933734e-01,1.557116680594824443e+00,7.601595895848953788e-01
1.208864769507850045e+00,8.585195410776957914e-01,-2.292886182449185017e-01,1.009197632584886151e+00,6.232843319967262818e-01,-9.315608839262305985e-01,4.055919359559417292e-01,1.497460338316737971e+00,-1.044743772627091616e+00,-1.175491655770026789e+00,1.695227784023533468e+00,1.549625613766191234e-01,-2.550687480547919953e-02,-6.519261560269065114e-01,4.323854091316916559e-01,1.282025634355848043e+00
1.467700572870064502e+00,-1.397694199184131625e+00,1.458084158267181518e+00,9.809064296653283721e-01,-1.242227380580562146e+00,2.399107782047739112e-01,1.301119819932213595e+00,9.945569836112034823e-01,1.603500351375541033e+00,-1.222289782871043284e+00,-6.835968361760974901e-03,-1.242228870396813623e+00,-4.132565591310723985e-01,1.629194202991147922e+00,9.076785140798847573e-01,9.001109361005411591e-01
1.576393972408030475e+00,1.913087301252362760e-02,8.401250863844781369e-01,1.450087296833231010e+00,4.928710493555672478e-01,1.250247897121736229e-01,-1.281388249691949310e+00,1.374349735411343199e+00,1.600638416083031146e+00,-1.667703836214690316e+00,1.333674272228986712e+00,-3.586168434494209079e-01,2.745996899172736816e-01,-3.771365067383318781e-01,-1.617087683328227277e+00,-1.139028607319088726e+00
-1.485871692668186528e+00,-6.756398828824679015e-01,-4.540973512981449356e-01,7.393024856840728354e-02,1.302308300987702339e+00,2.492677575085086028e-01,-2.551577990209170643e-01,-8.104496514786718731e-02,-6.365450746032641494e-01,5.618293467483034265e-01,-1.482067283014531611e+00,1.471342351097159606e-01,-7.820669121418675207e-01,7.985463421616738611e-01,1.628123486460391067e+00,2.833164972960990347e-01
4.566314837399286231e-01,-1.028456976621968222e+00,-9.521199750924765060e-02,-6.009144023233128351e-01,1.202383258950376455e+00,7.617471373770554055e-02,-7.058740874060839277e-01,-1.111204922966534836e+00,-4.704747748569764743e-01,-3.449098513082760054e-01,-1.479567036764253274e-01,8.842178810794250332e-02,7.674992636742086760e-02,-5.617975928597398472e-01,1.116522060743316169e+00,-6.088583290903157863e-01
-2.741497375755707622e-01,-2.190417351426892645e-01,1.275131596100736120e+00,2.010196366836088655e-01,9.832809501098662697e-01,1.234939708707721184e+00,4.611493365684841139e-01,8.922818127986458236e-01,1.729772405493560150e+00,2.390133378464331382e-01,-6.085020329324590527e-02,-1.296306124214236632e+00,-1.110816292741938272e+00,-1.226359485085567469e+00,-1.769630490536975520e+00,-3.489458269611016572e-01
-1.625471057210680081e+00,-1.213075587903049701e+00,-1.524006061043989835e+00,1.498326008061305226e+00,-1.120540884943996174e+00,8.603837028511231999e-01,-1.582467417924832587e+00,-1.294843188710860238e-01,-4.445352340694081472e-01,8.283835080295993969e-02,-1.855657080780392709e+00,1.055220082070479792e+00,-8.890000914171868329e-01,-9.544694726865026180e-01,8.291446387199901125e-01,-9.659603779776786414e-01
