2.342178905271501410e-01,-9.527160078912679797e-01,3.685413529628893681e-01,-1.672112175367355125e+00,3.019063419309897783e-03,-8.579784845495241896e-01,4.948499194586106764e-01,1.078071620132700081e+00,-1.447322670440171599e+00,-6.537391843964857063e-02,-4.914302391304165574e-01,5.357482227631406024e-01,1.010911621772282026e-02,1.659713775156051563e+00,-4.855157840962551208e-01,1.624682416108146066e-01
7.099334040830703740e-01,-7.516175421404515111e-01,1.161147532038075303e+00,8.898441202680013040e-01,-4.404177404906094440e-01,-4.755382547115543646e-01,-6.130320327314735529e-01,8.876132927446491738e-01,8.622938007401959037e-01,8.749865669948551083e-01,-3.373500950577055235e-01,-6.930730784772781705e-01,1.010911621772282026e-02,-6.490988562621456959e-01,3.316939562785925499e-01,-9.889004207314715522e-01
1.390534873400920635e+00,-1.313237710102994393e+00,-8.828581588739832231e-01,-3.618205838996272350e-01,-8.986073665790951237e-01,-3.737852572890478786e-01,-1.654836432955402836e+00,1.195303345933061978e+00,-4.931794615108894830e-01,2.477133206371576524e+00,-7.868307206759647121e-01,-2.493282800742221139e-01,1.010911621772282026e-02,1.231494864361224462e+00,2.920214724857603805e+00,-1.413282435348709010e+00
3.095596945710839439e-03,1.248926187435209778e+00,-6.411361973117797319e-01,-1.498054969905231459e+00,-1.215691730528428049e+00,-1.192559703084841827e+00,3.053582716701328525e-01,-5.481814044545316733e-01,1.449562922763258044e+00,-4.768883195614042059e-01,7.553429471985549926e-01,-4.596667554523464760e-01,1.010911621772282026e-02,-8.404289300247576033e-01,-2.826383075390835886e-01,3.263012312498962397e-01
1.208864769507850045e+00,8.585195410776957914e-01,-2.292886182449185017e-01,1.009197632584886151e+00,6.232843319967262818e-01,-9.315608839262305985e-01,4.055919359559417292e-01,1.497460338316737971e+00,-1.044743772627091616e+00,-3.192860562542204073e-01,-1.064230250266948508e+00,2.181398060530213900e+00,1.010911621772282026e-02,2.038174995041701631e+00,4.850322318698908619e-01,6.074035259275240017e-01
1.467700572870064502e+00,-1.397694199184131625e+00,1.458084158267181518e+00,9.809064296653283721e-01,-1.242227380580562146e+00,2.399107782047739112e-01,1.301119819932213595e+00,9.945569836112034823e-01,1.603500351375541033e+00,-3.932726372873636689e-01,3.305452573943312156e-01,-1.143439413128313653e+00,1.010911621772282026e-02,-1.026775267091822652e+00,1.101080018394966276e+00,7.335110335208213650e-01
1.576393972408030475e+00,1.913087301252362760e-02,8.401250863844781369e-01,1.450087296833231010e+00,4.928710493555672478e-01,1.250247897121736229e-01,-1.281388249691949310e+00,1.374349735411343199e+00,1.600638416083031146e+00,1.890993498123029193e+00,-1.768471655867011050e-01,-1.412331156841295232e-01,1.010911621772282026e-02,4.358897041152953733e-01,1.476867058599775184e+00,-1.238386863317270548e+00
-1.485871692668186528e+00,-6.756398828824679015e-01,-4.540973512981449356e-01,7.393024856840728354e-02,1.302308300987702339e+00,2.492677575085086028e-01,-2.551577990209170643e-01,-8.104496514786718731e-02,-6.365450746032641494e-01,-6.364803643466895866e-02,2.241128422088712602e-01,-4.230728636750514249e-01,1.010911621772282026e-02,-4.045890054021279436e-01,-3.243919808583837217e-01,2.859734842517101285e-03
4.566314837399286231e-01,-1.028456976621968222e+00,-9.521199750924765060e-02,-6.009144023233128351e-01,1.202383258950376455e+00,7.617471373770554055e-02,-7.058740874060839277e-01,-1.111204922966534836e+00,-4.704747748569764743e-01,3.502903142381137702e-02,5.340903783890922352e-01,-9.050867459318145958e-01,1.010911621772282026e-02,-5.463645621736071822e-01,-1.279626406956133333e-01,5.422143674867743179e-01
-2.741497375755707622e-01,-2.190417351426892645e-01,1.275131596100736120e+00,2.010196366836088655e-01,9.832809501098662697e-01,1.234939708707721184e+00,4.611493365684841139e-01,8.922818127986458236e-01,1.729772405493560150e+00,2.715578593390474138e-01,-6.761216703976029307e-02,-8.465342553150660976e-01,1.010911621772282026e-02,-1.450560205910515821e+00,6.319223710667881688e-01,-1.628458267190540931e-01
