-1.235311618719108218e+00,1.003803101198406766e+00,1.707104599316925375e-01,-1.352554562893554246e+00,9.059741074792069249e-01,-1.854458689359823886e-01,-1.607883177963370880e+00,4.194567594923728215e-01,-2.757461258379939606e-02,-1.058053399907601833e+00,1.547213967385176747e-01,4.427123691814895401e-01,-7.364182091583106049e-03,-7.599428300226100663e-02,-2.530946972137705919e-01
4.958616592254583288e-01,4.638564204845457839e-01,-6.666635797081148507e-01,6.939283845917646465e-01,-3.884497472704760701e-02,-1.027308785358825860e+00,-3.071546935900418829e-01,-4.232384031724498730e-01,-6.364684856265825363e-01,-7.176843315072481411e-02,-5.699497363227008506e-01,-3.907017521942305893e-01,7.716721852580097352e-01,4.901334133847933816e-01,-4.474516058336319713e-01
6.924093703830294100e-01,1.243895291370918088e-01,-1.242699062742572247e+00,9.896219954586167322e-01,-1.178631173935779236e-01,-1.173949730710347694e+00,3.425942832625848512e-18,4.194567594923728215e-01,-1.602650168070091086e+00,3.275284371842706599e-01,4.995258181971597433e-01,-1.744264960207426274e+00,-3.977627787546143545e-01,1.410014983462929417e+00,3.672497462897773013e-01
1.780824228014045163e+00,-4.628106514846144215e-01,9.460008617262484210e-01,9.989059392848915753e-01,-1.990826754388553388e+00,-9.859403801406111389e-01,1.462475719172488864e+00,8.968886550866675411e-02,-4.312961590515135835e-01,1.082632747419495223e+00,-2.529507275599426341e-01,-6.356996780842940620e-01,2.272717486929335395e-01,7.644162349735463824e-01,-2.598104061105439566e-01
6.076276582417766692e-01,3.503639940148148280e-01,-7.582788939338109824e-01,7.895530060023953078e-01,-1.439369803299127004e-01,-1.068042381289804110e+00,-2.537565941186893936e-01,3.920942551392661568e-01,-1.308929784762623783e+00,-5.882174415616443081e-02,5.567805264087540840e-01,-1.502437405135057968e+00,-3.981090745299867839e-01,1.118611921323987568e+00,4.200094593349764094e-01
-1.866305402747749434e-02,-1.277206691668908434e+00,5.107442223462949071e-01,-3.718219172737535771e-02,1.717931325224611103e-02,-6.910714662194773483e-01,1.126982058052119928e+00,-5.525750320931909210e-01,-5.132930993915150175e-01,4.595465163055980073e-01,-5.072767038168094489e-01,-3.667735520081223943e-01,1.317763014760496842e+00,6.370361226218985706e-01,-2.322269350938880317e-01
9.167071387188768794e-01,3.439727020893972864e-01,-8.357156476245772847e-01,9.745355867409203343e-01,-5.044041526554556842e-01,-1.138294609077257435e+00,3.425942832625848512e-18,8.968886550866675411e-02,-1.362922502282378767e+00,2.972241246389921709e-01,1.852846391650317948e-01,-1.780365533022057578e+00,-5.064644357020140486e-01,1.355285440284744736e+00,1.560974323604968628e-01
-1.432938701351681665e+00,7.683079804501406762e-02,9.444907191840670180e-01,-1.645855237239183921e+00,4.424328659898636440e-01,1.246377058579661412e+00,-4.089314287524838387e-01,1.910295873408733858e+00,9.458924872103746662e-01,-9.002850001341100583e-01,2.138942035362054739e+00,3.235573375003770735e-01,5.910701342714282935e-01,-2.325064175804400501e-01,2.020632744405439940e+00
-5.248372244501569028e-01,-1.503416130514477755e+00,-8.489713432726178066e-01,-1.361258230558991256e-01,1.107555337023662156e+00,-7.089519278099584154e-01,1.053747954208215099e+00,8.968886550866675411e-02,-1.074817361596966503e+00,5.605688390863573511e-01,-1.003605493150983435e-01,-8.776429401208118986e-01,1.240051894998964954e+00,9.855710842742935185e-01,1.961524961091972163e-01
-5.357403349577847251e-01,1.247823566806720574e+00,-3.764645211855127682e-01,-3.115923613724927432e-01,8.776698937418008217e-01,1.040593047967316442e+00,-1.349187736980584695e+00,8.968886550866675411e-02,1.143872983811812238e+00,-1.664902623276939719e+00,5.408283740453045940e-01,8.115398881043035528e-01,-4.547959321324697712e-01,-1.576191718189683955e-01,4.537873285121264422e-01
